Sku,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,unit cost,lead-time,retail_price,quantity_on_hand,backlog
KR202-474,2678,3754,1729,3650,2479,3266,1938,1206,1620,1881,2551,581,1327,1,5604,865,10
KR202-475,1718,2882,1095,651,2322,1022,1046,1078,1896,1965,1309,1552,511,1,5357,540,10
KR202-476,1610,2801,3551,1605,2077,3979,1375,3570,2117,2273,3525,1460,1195,5,9707,1625,10
KR202-477,3718,3419,1096,687,1112,3594,3512,1582,1019,2784,3365,1207,1599,3,14300,1857,10
KR202-478,3493,1587,780,2886,2515,1252,720,832,835,1709,3020,3411,1858,1,13797,1255,10
KR202-479,3165,908,3108,3777,2868,2083,528,1439,3397,2984,2919,2770,1964,4,9483,958,10
KR202-480,681,2518,2613,2280,1471,1877,734,2230,3425,2364,1554,1679,1605,5,7092,1490,10
KR202-481,1057,810,3528,3909,2704,671,2002,3444,2414,2164,2326,3359,1828,1,2048,2291,10
KR202-482,3216,1544,2817,3981,1851,3275,1321,1095,2132,550,3460,3931,1642,1,9237,2559,10
KR202-483,3466,3288,2603,3214,3028,3307,2467,749,1760,3035,1178,1983,1542,1,13877,2644,10
KR202-484,714,754,2545,980,2766,3169,1373,3138,853,2954,1082,1073,1852,1,11817,1293,10
KR202-485,2306,3542,1831,1396,1340,3750,3187,2818,1088,2513,3123,1595,789,2,7381,1108,10
KR202-486,867,837,1007,1840,2371,1787,3352,3700,2732,3881,3415,1532,964,4,3087,1127,10
KR202-487,1519,2554,3569,3157,3368,1655,693,989,649,1145,953,2359,582,3,6643,1954,10
KR202-488,702,3242,3072,720,1439,1102,1261,787,1267,3439,1969,3189,1797,3,7745,1546,10
KR202-489,2192,615,2049,1228,3300,2294,3807,3512,3314,747,2095,1399,676,1,13101,2197,10
KR202-490,3712,1554,1911,846,1221,3069,570,3731,1442,2681,3601,1807,772,4,4176,1291,10
KR202-491,3099,3930,1903,1577,1080,3808,3964,1558,2661,782,1553,2289,756,1,13035,1703,10
KR202-492,3365,1178,3501,517,3181,3442,1569,2702,1043,1859,3024,2170,875,1,9595,2475,10
KR202-493,545,1686,1015,2395,2658,2415,3803,3662,787,1329,1331,1828,1500,3,4611,421,10
KR202-494,2743,610,3004,1815,1363,854,1713,3633,2992,1030,2880,3809,1545,5,5652,962,10
KR202-495,3865,1900,2065,3659,860,719,2674,2505,2196,3819,1241,3175,1321,3,6281,2194,10
KR202-496,2647,930,1050,594,3188,1787,3687,2014,2530,2287,3407,3141,1635,5,3738,1723,10
KR202-497,2844,3541,3953,3829,2220,1678,2841,561,1903,1049,1921,1794,1382,5,10595,1839,10
KR202-498,2681,850,3125,2565,1416,603,2274,909,3417,3179,2074,3909,782,5,13253,2475,10
KR202-499,560,1840,1596,1899,2727,2533,2194,3369,3758,1511,2352,3085,1861,4,8423,2403,10
KR202-500,574,759,3618,2509,1195,2897,1930,1972,1580,3264,2243,1939,1344,3,3968,1756,10
KR202-501,2666,1180,3869,1815,1727,3856,3369,3356,1984,3825,1117,555,840,2,8429,1633,10
KR202-502,750,3963,1481,3993,3707,3472,2794,2852,1954,3121,3021,3559,1464,3,11037,2250,10
KR202-503,1779,3512,3084,2828,1630,1020,2802,1023,2875,1588,2553,3404,1695,2,6381,1234,10
KR202-504,2790,1876,3994,2086,1787,2616,670,2829,3037,3289,2705,2055,1019,5,7973,726,10
KR202-505,3183,3929,4000,2814,986,797,3340,2287,3942,663,2653,3456,1998,3,12691,1286,10
KR202-506,3893,3182,1918,1143,1632,1459,1568,1412,1129,2591,2638,3199,588,3,9156,1192,10
KR202-507,2166,1434,3999,718,3217,1466,1572,3079,2861,821,2854,2410,1240,3,10320,939,10
KR202-508,2810,1777,1529,2281,2600,852,3938,1956,3016,1188,3969,2620,818,2,8980,1627,10
KR202-509,1655,816,733,1242,1746,3940,2565,2482,3117,3142,2081,629,581,4,10113,1915,10
KR202-510,1860,1267,3839,1786,3837,1276,2882,1010,3347,941,3630,3648,1247,4,2085,1906,10
KR202-511,3343,2966,3866,2838,1724,2055,1524,2454,3263,2799,1344,1073,1339,3,2392,1728,10
KR202-512,3079,678,3917,3549,731,2339,1989,1185,1458,748,2018,2666,804,4,14780,1640,10
KR202-513,681,2125,3963,3941,2194,2321,3804,2877,2507,2577,1445,1419,1464,1,6107,632,10
KR202-514,1304,3283,3138,3345,736,2253,1344,3618,578,3846,3470,3838,1706,1,4900,2510,10
KR202-515,3408,2345,3830,2943,1754,2963,2697,1169,1477,2740,2983,3127,1327,5,13216,1469,10
KR202-516,2155,3609,628,3635,2390,1386,2367,1682,559,1552,1092,658,1004,2,11393,1638,10
KR202-517,1057,1229,958,1767,1876,2392,1376,2176,1565,3885,2365,1871,1909,3,8417,1739,10
KR202-518,2028,1833,2308,904,1996,3862,2504,3280,3579,1124,1199,2330,854,1,4254,1910,10
KR202-519,3009,568,970,1780,2659,3225,2915,532,1631,2354,743,2330,1009,4,8539,2070,10
KR202-520,1929,814,2994,2574,1345,3151,2311,3083,2156,3463,3903,1646,1792,5,8836,1217,10
KR202-521,3958,3077,1845,3280,801,3398,2551,1696,1227,2964,2234,3430,1906,1,12233,1878,10
KR202-522,1846,2098,3789,1445,1201,3259,2240,2668,580,1481,2478,1824,763,2,10517,1634,10
KR202-523,627,837,2448,3799,1615,2221,2767,3442,1515,3787,2464,2954,1291,5,2488,2398,10
KR202-524,2195,2536,1033,3613,3803,959,2711,1464,3614,1704,749,967,615,4,11447,2030,10
KR202-525,3351,788,3572,2738,3013,3977,925,1366,3434,2525,648,1724,1405,1,11224,1919,10
KR202-526,3135,3777,2560,2538,583,1300,3874,3248,1535,1160,3978,1714,1183,3,10745,895,10
KR202-527,933,2130,3288,2202,2031,1958,3766,1408,2603,629,1044,3671,517,3,3954,1037,10
KR202-528,662,2673,3045,2563,2462,678,1498,3799,1360,2070,2691,3739,1413,5,13335,2470,10
KR202-529,1060,2639,3737,984,3761,3389,677,3582,3411,3374,711,2599,1403,1,11783,2480,10
KR202-530,3426,3656,1210,2478,916,758,2352,3907,1776,560,1695,2176,1940,4,12341,1205,10
KR202-531,923,2542,2476,3949,2693,969,1110,3330,925,3385,1290,2862,704,2,11158,1352,10
KR202-532,1303,2363,3815,3360,1994,3805,3728,2996,2011,1017,3870,3116,851,3,12821,770,10
KR202-533,2229,2164,2272,1983,3799,1577,2274,826,2388,3294,1985,3483,1184,4,5427,2287,10
KR202-534,1210,2296,2534,3980,2967,3414,2301,1664,1250,1803,636,2358,1693,5,11062,2011,10
KR202-535,3041,3681,3263,2226,1372,2164,3404,1832,3306,1916,3552,2976,886,5,1444,1538,10
KR202-536,670,936,2333,2120,3340,3129,3355,3422,1855,3727,610,1637,738,5,6061,2377,10
KR202-537,2435,1800,2599,2508,2652,2559,1808,3731,676,2725,1584,949,1414,3,10672,813,10
KR202-538,3656,1269,920,2963,3886,2457,2433,2641,1886,2175,1970,1164,694,5,5807,882,10
KR202-539,619,753,3514,3508,752,1774,1131,2864,2823,983,2143,3554,562,2,14819,1344,10
KR202-540,1786,1368,1326,3521,2302,1748,1795,2928,3513,2107,3447,3094,1509,1,12535,1413,10
KR202-541,3737,3164,1482,1833,1324,1865,3949,3771,3680,3848,2270,3783,1633,3,8251,3051,10
KR202-542,2770,2289,2519,1155,1241,3690,846,3622,1505,838,2201,2756,1670,3,6486,1038,10
KR202-543,2435,2043,3504,2083,2963,989,3370,2768,2198,3204,3628,1584,988,4,5783,2702,10
KR202-544,557,2556,3981,2276,1902,1179,1036,1821,3414,792,2747,3113,961,2,2617,961,10
KR202-545,3932,1160,2721,2623,2766,3723,3791,3527,2758,2443,2345,1114,1123,1,11845,1936,10
KR202-546,2712,617,2363,3358,3095,3071,2416,1170,2336,2680,3281,722,1470,1,3340,921,10
KR202-547,2916,2167,1066,3966,1476,2303,657,3009,2095,1535,1150,913,1645,1,3751,2095,10
KR202-548,2169,1837,3932,1758,3035,1670,2950,856,3651,1274,1688,2912,945,1,4936,982,10
KR202-549,3144,3019,3025,1661,1512,2738,3781,3287,1533,2289,1219,1795,630,4,4955,1844,10
KR202-550,3956,1977,3120,3324,3644,1494,3969,3680,3188,2148,2495,1944,1536,2,10942,798,10
KR202-551,777,1977,557,1871,3322,3770,2801,776,803,1941,2929,825,1950,1,12328,631,10
KR202-552,1935,2977,3498,2212,1342,3325,863,3737,683,3259,2653,2875,1140,1,10130,1522,10
KR202-553,3083,3374,3930,1612,1408,1771,3467,1560,2424,1220,3025,1481,535,4,10090,1191,10
KR202-554,3012,1648,2390,2978,2077,3313,2081,1800,1367,3864,2729,1145,1795,2,8193,860,10
KR202-555,3653,3513,1940,1399,2628,3160,1436,1870,2279,3273,936,3420,1687,1,7204,1122,10
KR202-556,1312,3768,3018,892,3703,1712,1468,3755,1934,3162,1464,857,1851,4,13755,1713,10
KR202-557,886,3420,3647,3636,2258,1158,1976,3141,3354,1657,1356,3711,1123,2,4408,1678,10
KR202-558,1477,1278,1268,2713,1541,1799,1873,2038,3967,3270,834,2585,1257,4,10775,464,10
KR202-559,1477,1278,1268,2713,1541,1799,1873,2038,3967,3270,834,2585,1257,4,10775,464,10
KR202-560,895,2155,2463,2698,2610,3120,2366,1332,2223,3205,833,2611,885,2,6530,616,10
KR202-561,3695,3065,2266,3864,3760,3947,3480,3263,2997,2643,2791,1077,1367,1,2044,3134,10
KR202-562,1593,1182,2417,1559,1894,2586,2679,1389,3869,514,2366,3813,1572,2,3709,520,10
KR202-563,2346,1626,1245,2670,2512,1618,2574,1781,3511,3785,2304,2784,1044,1,9648,1936,10
KR202-564,2287,1649,3967,3837,1493,1895,997,967,1031,2832,3245,2529,1277,4,6039,2048,10
KR202-565,3154,2706,3842,2751,2999,586,1124,3508,3884,2302,662,685,1902,3,5792,1241,10
KR202-566,3317,3171,994,3541,1944,740,1738,934,3545,607,1323,3142,554,5,1579,1234,10
KR202-567,1471,2868,1610,1255,3310,2457,3425,3397,774,856,1083,2021,1989,4,3857,1764,10
KR202-568,2366,1637,1773,2144,2781,1534,2333,1319,2813,2678,2193,3126,580,2,11016,2101,10
KR202-569,3316,1618,3513,947,3329,3522,2672,1346,884,1643,1809,1810,1378,4,6316,1966,10
KR202-570,753,3796,3890,3709,1408,3214,3327,2443,925,671,602,3977,1625,4,14236,2080,10
KR202-571,3169,769,1609,1479,2861,3944,1363,1150,1795,2853,963,1051,1559,2,3390,554,10
KR202-572,1589,3620,2928,727,2230,1946,1217,2010,1598,2348,949,986,912,2,11605,2002,10
KR202-573,2110,3372,3196,2433,3916,2120,2034,779,2045,2070,2105,2453,1636,5,11206,1725,10
KR202-574,2811,2039,597,1860,2235,1323,3480,907,2129,3707,1285,3221,736,4,4099,1711,10
KR202-575,2352,2637,3334,1391,2838,2599,3723,3538,3952,2963,2659,2512,1005,2,1815,1717,10
KR202-576,3213,2251,3279,592,2548,2203,3279,923,3331,1430,3743,3043,1796,1,13192,2589,10
KR202-577,2463,2130,2657,1587,1331,1414,3390,3002,3829,3067,1403,3032,563,3,4089,1973,10
KR202-578,2125,1870,1648,1163,3296,733,845,1912,3962,3411,1290,793,1704,1,11577,2026,10
KR202-579,536,2906,2836,2692,3527,1141,1449,3240,3004,659,1349,2260,1111,5,12690,448,10
KR202-580,2177,610,508,2611,3856,2245,2000,2749,3618,2573,2433,3905,551,2,1648,1131,10
KR202-581,1245,576,2030,2062,1604,2523,1649,537,2831,3057,1431,868,824,5,9951,1827,10
KR202-582,2010,3467,539,3551,2147,537,3645,1331,2457,1231,1515,1943,1169,5,11268,1938,10
KR202-583,1938,2030,3349,2578,3603,2647,3824,3541,1103,1014,3717,1553,1553,5,8929,1210,10
KR202-584,2536,3031,1410,1112,2996,1046,1599,2729,3706,715,2058,2154,1638,4,3973,2279,10
KR202-585,3882,3316,3062,3489,3638,2954,1688,728,1214,2810,2713,3553,1194,3,9440,2085,10
KR202-586,3460,687,3909,654,2480,3263,3796,2802,799,1061,2218,3970,1060,2,4528,1292,10
KR202-587,515,756,995,3336,1231,2724,3871,1273,649,3991,2787,803,710,1,4820,676,10
KR202-588,1235,2520,3434,1621,1131,3336,1847,2487,913,2067,2231,3537,1734,1,7485,2249,10
KR202-589,3017,3551,3124,1940,3359,3730,941,975,813,571,942,774,1072,3,1788,690,10
KR202-590,3895,2840,3576,981,3786,1161,1496,2459,892,1570,2297,3549,1348,5,7807,1732,10
KR202-591,1714,3195,1655,2302,2422,3944,602,1104,1485,1245,1814,2290,1940,3,6647,922,10
KR202-592,1541,522,2969,799,1845,1353,1284,766,3932,2790,669,2150,871,4,8428,944,10
KR202-593,3234,1226,3792,2368,3364,1404,1641,1427,1858,2709,2757,3685,750,1,14127,916,10
KR202-594,3268,1261,2885,2970,918,2243,1788,2011,1810,3610,721,1498,989,2,7950,1925,10
KR202-595,2105,3388,3151,2902,2711,825,1491,3006,847,786,2095,2892,1941,5,12709,2200,10
KR202-596,2648,2732,1510,784,1757,1747,677,2687,3603,737,3422,1554,513,3,14757,1488,10
KR202-597,3288,2868,981,1455,3540,3537,3097,550,545,3269,1954,3671,649,3,5595,610,10
KR202-598,1887,913,2447,3023,876,3062,1387,3053,1742,2968,3270,556,1212,3,7759,1219,10
KR202-599,585,2227,1016,1561,2412,3529,3163,3000,2131,1592,1726,3184,1869,2,12385,525,10
KR202-600,2165,2620,3442,3376,3953,1813,710,2722,2727,875,771,3029,1093,1,13000,1357,10
KR202-601,1220,2829,2214,3861,1977,2683,1397,759,538,593,1179,2126,1183,4,9060,1460,10
KR202-602,1759,2475,1159,1756,1743,878,1462,2233,3988,3800,1717,721,514,3,4941,2069,10
KR202-603,3403,3332,3453,1554,2554,1408,1461,1178,910,1334,655,1926,1303,5,8496,2072,10
KR202-604,3713,1527,1658,1876,2745,1952,3721,747,3579,1300,1274,2186,1622,1,14969,1034,10
KR202-605,1643,3883,1497,1584,3245,1455,854,881,1232,3689,1540,1091,785,2,4897,1892,10
KR202-606,1154,2680,2784,2730,715,2102,3409,517,591,3333,727,626,1741,2,3201,376,10
KR202-607,3690,3150,3270,853,2840,3034,1876,1901,2622,2629,1589,2209,1458,3,9073,2320,10
KR202-608,1266,3606,3787,3873,3628,2365,2160,3340,2886,3505,2736,3518,1703,5,4927,2356,10
KR202-609,727,3110,2906,1581,696,3449,3834,1019,2120,3777,1464,3870,861,2,13570,2087,10
KR202-610,1543,1032,903,2657,1296,3432,2086,2231,1998,2018,1710,2338,625,1,12578,1009,10
KR202-611,2047,1992,1895,1765,1760,2532,1005,2942,3298,735,713,3876,749,2,5417,698,10
KR202-612,1205,1218,2313,2705,1484,1065,2136,508,1898,1430,1872,2268,1981,5,11011,999,10
KR202-613,2148,3432,1986,2488,2108,769,1552,1304,2693,1093,3543,3229,649,2,2684,1590,10
KR202-614,3099,2321,690,602,689,2283,812,3783,3221,3472,833,2412,855,1,10297,1274,10
KR202-615,3251,1346,1009,3407,2729,2953,2299,1747,917,1151,3240,1014,1528,3,9097,1291,10
KR202-616,1969,3996,3282,556,1959,3925,3539,3467,3128,504,759,2943,1804,5,9466,2375,10
KR202-617,1318,2355,1449,3789,1010,3470,1435,3809,1003,1170,3006,3172,742,4,14560,910,10
KR202-618,2718,1519,672,1965,3505,787,1551,3023,3815,3060,2357,3810,1684,4,12187,2323,10
KR202-619,1180,3942,1715,2719,3040,3383,1895,556,2924,1155,3108,1011,1851,3,8050,744,10
KR202-620,3478,1462,1502,3382,2864,1728,2412,3458,3214,1866,1416,3812,918,3,11337,1194,10
KR202-621,1592,1164,1179,1567,2507,2062,1124,1844,2015,1118,2256,2685,1209,5,13291,1170,10
KR202-622,3498,3555,852,1552,1392,1187,1336,1884,3980,859,3148,2260,566,2,2069,826,10
KR202-623,2543,3441,2646,3680,1280,3646,1562,2133,3119,3895,1357,2109,572,1,4347,1595,10
KR202-624,2847,1102,1043,1924,2231,3569,3946,642,2517,3850,3651,1800,1248,3,7881,1053,10
KR202-625,643,1257,2194,2537,1690,2100,3073,1234,582,3336,3219,2371,1919,2,13587,497,10
KR202-626,1659,1644,3183,1691,803,1049,2447,1908,1448,3529,1996,2332,1064,3,3405,1468,10
KR202-627,1615,2841,1482,593,3469,1198,2471,2481,2218,2287,2945,3802,829,4,1949,1352,10
KR202-628,2587,2009,546,1201,3667,3388,1743,3674,1930,3059,1597,3887,565,4,10940,578,10
KR202-629,3775,2131,962,819,1860,3063,722,3706,1706,846,921,2428,706,1,7717,1710,10
KR202-630,1629,2199,2416,558,2931,1875,3713,3571,1952,3842,4000,2217,1410,5,5405,2022,10
KR202-631,3902,1121,680,1384,1423,3126,997,3524,1522,3780,2120,1553,1088,2,7153,1399,10
KR202-632,3965,1168,1719,956,599,2491,3324,3847,2149,3182,782,3670,1815,2,14411,1276,10
KR202-633,2194,604,3124,2022,1078,3958,3005,1129,3813,1925,2598,2120,1638,2,13959,713,10
KR202-634,604,3434,3102,2010,3019,1047,3128,2965,3841,2260,1167,3385,1254,5,10796,1054,10
KR202-635,2688,873,3211,3266,2340,2186,2389,2036,1625,1843,2122,3884,1024,1,10536,1599,10
KR202-636,825,1821,2411,1314,3352,1247,1967,3538,3195,1349,2977,2679,1485,5,11048,851,10
KR202-637,3903,2307,1786,964,808,2930,2466,3531,1558,1430,1127,2547,1210,3,4698,1937,10
KR202-638,1757,1461,1894,1615,2145,3054,3953,1146,3288,2043,634,612,1198,3,3206,2032,10
KR202-639,2685,3610,821,1480,1640,2825,1000,2477,3218,2553,2815,2568,1790,5,2673,2308,10
KR202-640,1751,3402,3749,1023,2410,1073,3874,3501,2585,502,1947,3825,556,2,5340,2634,10
KR202-641,2155,3059,889,3199,1331,952,3924,1847,975,2637,2949,2119,1148,2,12891,1745,10
KR202-642,1731,1889,2986,2042,1141,2676,2669,2007,1693,3990,3633,3852,565,2,10736,540,10
KR202-643,857,3766,2893,2433,1239,1847,1465,2004,2104,1819,3082,3750,746,3,9766,1466,10
KR202-644,3118,1616,1558,1011,3623,1850,942,2841,3040,2771,1705,2831,1717,5,4158,1199,10
KR202-645,2592,2753,1948,1998,605,3279,2791,1345,3186,668,2202,1190,1283,5,2227,1337,10
KR202-646,1777,2349,1005,1796,3881,1898,1536,819,743,3996,1024,1439,1384,1,13299,407,10
KR202-647,1893,603,794,2427,3960,3745,3837,2203,3611,3569,1945,579,1287,3,6492,1832,10
KR202-648,1796,2397,2460,2563,588,3173,3705,3867,1281,2201,1917,2866,690,1,4296,1506,10
KR202-649,3544,3036,3562,2478,3363,2147,3384,1431,3546,3142,1429,2231,1568,2,13969,1166,10
KR202-650,1578,1604,1431,2853,2679,2038,1802,1868,1795,1615,2849,3592,1934,1,8500,2316,10
KR202-651,2672,3716,2649,2262,2119,980,2240,3748,1129,1281,621,2273,779,5,1923,1230,10
KR202-652,3054,3160,2785,693,1692,1187,3989,3147,3441,945,2737,2402,1599,2,5097,2639,10
KR202-653,1943,990,2329,3476,1402,3327,1922,3673,909,690,1356,1924,1000,2,3924,687,10
KR202-654,2408,1442,2976,3857,2395,752,948,2158,2450,2728,3928,2199,526,1,12281,857,10
KR202-655,1544,1848,1671,1811,2212,1279,3270,1998,3341,3091,3540,2765,1843,3,11768,1837,10
KR202-656,3419,3028,3476,716,1582,1200,2495,505,2202,1398,1677,1922,740,4,6151,1371,10
KR202-657,2432,2482,1223,3586,2725,1456,2260,1731,3862,540,1572,2241,1008,1,9518,2106,10
KR202-658,2527,1646,3307,1604,2814,3084,1253,3737,2025,1884,3984,2746,678,5,1035,992,10
KR202-659,2894,2470,2739,1372,612,1008,3688,2062,2725,3681,3413,2370,591,5,14971,2631,10
KR202-660,2679,3215,3795,3856,1314,3798,1620,662,1085,562,2775,3491,1342,1,3874,2257,10
KR202-661,3799,3155,2553,1883,1857,2843,3533,3002,3699,3819,2711,3522,1456,3,5934,1796,10
KR202-662,2007,2399,3104,694,2316,761,3267,2171,1609,3275,1392,3991,1339,3,6184,914,10
KR202-663,3302,3583,3895,2981,3340,2125,3107,3273,1704,1358,1075,2111,1378,4,14285,555,10
KR202-664,3822,2337,1890,3062,1703,2191,1971,2293,2810,2096,1822,3945,1388,1,11074,1942,10
KR202-665,2276,772,3668,2993,3154,932,875,2286,1093,3226,2536,1470,641,3,9263,1677,10
KR202-666,3337,1034,3862,3108,3503,2184,2125,2957,3514,960,3796,3566,1116,4,12945,2255,10
KR202-667,3924,1687,940,684,3173,2544,2942,2777,1749,3783,2468,1940,797,3,6136,1926,10
KR202-668,943,658,2735,3346,1221,2445,2140,1319,1825,2997,622,3580,763,5,5467,423,10
KR202-669,757,638,2910,1950,1958,591,3823,2000,3768,764,3835,2168,1812,1,14871,1503,10
KR202-670,1565,826,1374,2492,2506,3411,512,3398,1104,2340,1738,1255,808,5,10979,1118,10
KR202-671,1855,2007,1936,2094,1423,1605,3761,2974,1058,1184,1692,2402,1149,4,14889,1353,10
KR202-672,965,3521,3664,3585,1527,984,3964,1297,2898,1218,2428,3276,517,2,9225,858,10
KR202-673,1496,3502,1317,2725,707,968,2309,2089,1038,3269,1785,1379,569,2,6281,871,10
KR202-674,2940,1620,799,3214,1254,1801,522,679,3998,2781,1223,2265,1197,2,4108,700,10
KR202-675,1978,1811,3819,3946,2825,3568,1043,3272,1128,3560,1009,2090,1197,4,14889,543,10
KR202-676,2619,725,3216,2920,2125,3175,2478,1357,593,1308,2873,2173,1687,1,6367,463,10
KR202-677,3376,2563,3202,1465,2529,3573,3314,955,1028,3034,1040,2602,1366,1,14471,1234,10
KR202-678,1278,1004,2350,754,520,1755,3279,801,2326,3228,1498,942,1227,4,7872,585,10
KR202-679,509,2796,1801,2518,2073,1169,2191,3300,3919,1574,661,1373,988,4,2200,987,10
KR202-680,3878,1717,2719,2760,805,3535,1414,1038,1969,595,1192,760,1267,2,3330,1603,10
KR202-681,3283,2919,2694,1843,2014,3090,3794,3151,1757,1121,2361,3459,1349,1,4844,1282,10
KR202-682,2008,2305,717,2565,3790,1947,3240,3400,1667,3408,1073,540,1161,2,10974,1376,10
KR202-683,3983,3777,955,2970,2356,1842,2298,3262,1407,1802,2567,3129,1885,1,10537,633,10
KR202-684,3542,2337,782,683,2309,3876,967,2438,3100,3504,1804,1749,1073,1,9154,1610,10
KR202-685,1821,3507,1980,1262,2132,830,3133,2714,651,1150,581,2618,938,4,10475,904,10
KR202-686,580,2588,3511,3235,2583,2184,848,3065,2359,1894,2709,1239,1547,5,4492,2244,10
KR202-687,2523,1865,3660,1891,1706,1541,1718,1405,1854,3327,1651,552,1775,4,10564,1764,10
KR202-688,1309,747,3917,2890,541,873,3481,512,1049,3041,981,2300,855,2,7670,1191,10
KR202-689,3300,1999,1133,1563,2149,3021,1543,3451,3072,3980,2120,1917,1399,4,4394,563,10
KR202-690,1594,2692,3402,817,3168,1131,3532,1168,1889,2795,1176,2184,1558,5,2731,867,10
KR202-691,751,1590,2821,1097,1735,2433,3955,1799,2980,3439,1570,1867,1945,2,2528,522,10
KR202-692,3139,3061,3031,3762,1988,1623,2396,647,3124,3493,2567,3814,1310,4,4330,2681,10
KR202-693,3981,1105,2417,1614,2221,1633,2301,1312,2688,1449,1814,1858,1328,2,11436,1611,10
KR202-694,2775,2340,938,1158,1945,629,3253,2739,1864,3855,614,1024,994,4,11458,1519,10
KR202-695,2157,647,2911,1209,1392,3097,3105,3233,913,678,1123,3071,1569,3,9815,716,10
KR202-696,844,1266,1868,1107,2526,1392,3466,3371,3173,3683,2541,2089,1858,1,3317,2269,10
KR202-697,3307,3480,3028,2936,1498,791,3691,3751,3955,2117,585,1606,773,2,6109,1171,10
KR202-698,2929,3340,2727,3415,3858,3654,1774,3835,3476,3928,2552,3335,1618,2,3133,752,10
KR202-699,727,2915,2792,999,2994,2201,3152,798,3176,857,710,1751,1219,1,8804,1735,10
KR202-700,2411,1741,2379,1349,2962,3022,2241,1711,651,1847,3524,3295,1299,1,2164,949,10
KR202-701,3768,3456,1035,3999,3806,3527,3187,3068,3738,972,2467,2595,1619,1,12136,3042,10
KR202-702,3279,1232,2658,1839,784,2804,3065,2624,1705,3330,3177,2217,709,3,8077,1360,10
KR202-703,2072,1885,3621,599,2777,1124,2794,1418,3451,949,3822,1174,1101,4,2809,1932,10
KR202-704,1090,783,2754,1748,3761,2353,1833,3582,2318,3561,2436,3699,692,1,13903,2166,10
KR202-705,1359,3092,3168,1423,3028,1335,587,2445,2441,3258,844,1386,1776,4,3777,2140,10
KR202-706,3141,1290,3050,3050,2170,3752,1761,3105,998,2971,1776,2735,653,5,6089,1080,10
KR202-707,3633,703,3008,1566,2688,3582,2244,1628,2562,1782,3955,1286,1788,1,10508,506,10
